image_path,image_filename,ground_truth,predicted,confidence,correct
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000483.jpeg,IMG000483.jpeg,osteochondroma,osteochondroma,0.3287458121776581,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG001854.jpeg,IMG001854.jpeg,simple bone cyst,simple bone cyst,0.5420145988464355,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG001642.jpeg,IMG001642.jpeg,multiple osteochondromas,multiple osteochondromas,0.4833236634731293,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG001556.jpeg,IMG001556.jpeg,multiple osteochondromas,multiple osteochondromas,0.4868408143520355,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG000475.jpeg,IMG000475.jpeg,multiple osteochondromas,multiple osteochondromas,0.39534133672714233,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000383.jpeg,IMG000383.jpeg,osteochondroma,osteofibroma,0.2578164339065552,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001322.jpeg,IMG001322.jpeg,osteochondroma,osteochondroma,0.28131571412086487,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG000570.jpeg,IMG000570.jpeg,multiple osteochondromas,multiple osteochondromas,0.3438970148563385,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG001171.jpeg,IMG001171.jpeg,simple bone cyst,simple bone cyst,0.20704084634780884,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG001356.jpeg,IMG001356.jpeg,multiple osteochondromas,simple bone cyst,0.22800882160663605,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000174.jpeg,IMG000174.jpeg,osteosarcoma,other bt,0.19595368206501007,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG000433.jpeg,IMG000433.jpeg,simple bone cyst,simple bone cyst,0.3726890981197357,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\other bt\IMG000588.jpeg,IMG000588.jpeg,other bt,osteochondroma,0.3503214418888092,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001016.jpeg,IMG001016.jpeg,osteochondroma,osteochondroma,0.39383113384246826,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG001855.jpeg,IMG001855.jpeg,simple bone cyst,simple bone cyst,0.5725396871566772,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001213.jpeg,IMG001213.jpeg,osteochondroma,osteochondroma,0.4044148921966553,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001609.jpeg,IMG001609.jpeg,osteochondroma,simple bone cyst,0.35763201117515564,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG001079.jpeg,IMG001079.jpeg,multiple osteochondromas,multiple osteochondromas,0.3985103666782379,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000920.jpeg,IMG000920.jpeg,osteochondroma,osteochondroma,0.436628133058548,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000189.jpeg,IMG000189.jpeg,osteosarcoma,osteosarcoma,0.517871618270874,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG000411.jpeg,IMG000411.jpeg,simple bone cyst,simple bone cyst,0.190372496843338,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG001637.jpeg,IMG001637.jpeg,multiple osteochondromas,simple bone cyst,0.40804150700569153,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG001650.jpeg,IMG001650.jpeg,osteosarcoma,osteosarcoma,0.4155900180339813,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001128.jpeg,IMG001128.jpeg,osteochondroma,other bt,0.24679216742515564,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG001578.jpeg,IMG001578.jpeg,osteosarcoma,osteosarcoma,0.23467421531677246,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\giant cell tumor\IMG000466.jpeg,IMG000466.jpeg,giant cell tumor,giant cell tumor,0.627047598361969,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000365.jpeg,IMG000365.jpeg,osteochondroma,other bt,0.2319103181362152,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG000457.jpeg,IMG000457.jpeg,multiple osteochondromas,multiple osteochondromas,0.3505041003227234,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000888.jpeg,IMG000888.jpeg,osteochondroma,osteochondroma,0.30274778604507446,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG001597.jpeg,IMG001597.jpeg,simple bone cyst,simple bone cyst,0.4989914894104004,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteofibroma\IMG001788.jpeg,IMG001788.jpeg,osteofibroma,other bt,0.6649985313415527,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000354.jpeg,IMG000354.jpeg,osteochondroma,osteochondroma,0.29522496461868286,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000216.jpeg,IMG000216.jpeg,osteosarcoma,osteosarcoma,0.45124050974845886,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000444.jpeg,IMG000444.jpeg,osteochondroma,osteochondroma,0.25128552317619324,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001151.jpeg,IMG001151.jpeg,osteochondroma,osteochondroma,0.2646859884262085,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001043.jpeg,IMG001043.jpeg,osteochondroma,osteochondroma,0.3767997920513153,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\giant cell tumor\IMG001553.jpeg,IMG001553.jpeg,giant cell tumor,giant cell tumor,0.5722016096115112,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\giant cell tumor\IMG001499.jpeg,IMG001499.jpeg,giant cell tumor,other bt,0.3776436150074005,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000061.jpeg,IMG000061.jpeg,osteosarcoma,osteosarcoma,0.3030473589897156,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000989.jpeg,IMG000989.jpeg,osteochondroma,osteochondroma,0.2906656563282013,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000164.jpeg,IMG000164.jpeg,osteosarcoma,osteosarcoma,0.5069634318351746,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001113.jpeg,IMG001113.jpeg,osteochondroma,osteochondroma,0.2986873388290405,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001126.jpeg,IMG001126.jpeg,osteochondroma,osteochondroma,0.4157412648200989,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG001851.jpeg,IMG001851.jpeg,simple bone cyst,simple bone cyst,0.5261121392250061,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000044.jpeg,IMG000044.jpeg,osteosarcoma,osteosarcoma,0.46187150478363037,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\simple bone cyst\IMG000808.jpeg,IMG000808.jpeg,simple bone cyst,other bt,0.1910516917705536,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000201.jpeg,IMG000201.jpeg,osteosarcoma,osteosarcoma,0.4694015681743622,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001836.jpeg,IMG001836.jpeg,osteochondroma,osteochondroma,0.21288099884986877,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001137.jpeg,IMG001137.jpeg,osteochondroma,osteochondroma,0.29011645913124084,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000386.jpeg,IMG000386.jpeg,osteochondroma,osteofibroma,0.23406879603862762,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\multiple osteochondromas\IMG001090.jpeg,IMG001090.jpeg,multiple osteochondromas,multiple osteochondromas,0.2947762608528137,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000984.jpeg,IMG000984.jpeg,osteochondroma,osteochondroma,0.2297448068857193,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG000291.jpeg,IMG000291.jpeg,osteochondroma,osteofibroma,0.22170209884643555,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteosarcoma\IMG000173.jpeg,IMG000173.jpeg,osteosarcoma,osteosarcoma,0.2838580310344696,True
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001759.jpeg,IMG001759.jpeg,osteochondroma,simple bone cyst,0.27384424209594727,False
c:\Users\Nauman\Desktop\vistai\FYP\BTXRD\augmented_classification_data\test\osteochondroma\IMG001024.jpeg,IMG001024.jpeg,osteochondroma,osteochondroma,0.329177588224411,True
